,avg_latency,client,client_sched,clients,duration,engine,engine_sched,events,file,kernel,machine,max_latency,min_latency,p95th_latency,st_ctime,sum_latency,throughput
76,6.93,sysbench 1.1.0,cfs_wwc_flat scheduling policy,32,300.0085,mongo v3.6.3,cfs_wwc_flat scheduling policy,1385484,/home/dc/storage/i44/mongo/v3.6.3/f95068001d23cfdd04705db5364599b0/data/L8pbjJlG7hYMgN,4.19.0-ipanema-g9ba5ed25b696,i44,119.25,5.00,7.98,1552247323.0561285,9597735.27,4618.1489
77,9.81,sysbench 1.1.0,cfs_wwc_flat scheduling policy,64,300.0175,mongo v3.6.3,cfs_wwc_flat scheduling policy,1957305,/home/dc/storage/i44/mongo/v3.6.3/f95068001d23cfdd04705db5364599b0/data/3RqOPQrVZwWDlg,4.19.0-ipanema-g9ba5ed25b696,i44,140.64,5.16,11.04,1552348354.3634772,19195468.12,6523.9686
78,16.92,sysbench 1.1.0,cfs_wwc_flat scheduling policy,128,300.0405,mongo v3.6.3,cfs_wwc_flat scheduling policy,2269456,/home/dc/storage/i44/mongo/v3.6.3/f95068001d23cfdd04705db5364599b0/data/PGp6qrXc7cQOt4,4.19.0-ipanema-g9ba5ed25b696,i44,331.09,5.08,20.37,1552333013.7250562,38393700.72,7563.8325
79,33.38,sysbench 1.1.0,cfs_wwc_flat scheduling policy,256,300.0899,mongo v3.6.3,cfs_wwc_flat scheduling policy,2300452,/home/dc/storage/i44/mongo/v3.6.3/f95068001d23cfdd04705db5364599b0/data/lVo8UctbRioK76,4.19.0-ipanema-g9ba5ed25b696,i44,838.67,5.84,41.10,1552277989.3410091,76798824.67,7665.8761
80,9.55,sysbench 1.1.0,cfs_wwc_flat scheduling policy,64,300.0176,mongo v3.6.3,cfs_wwc_flat scheduling policy,2009810,/home/dc/storage/i44/mongo/v3.6.3/f95068001d23cfdd04705db5364599b0/data/NmhKMBfE3ylNMq,4.19.0-ipanema-g9ba5ed25b696,i44,141.40,5.10,10.84,1552256354.5364478,19195128.43,6698.9742
81,17.16,sysbench 1.1.0,cfs_wwc_flat scheduling policy,128,300.0408,mongo v3.6.3,cfs_wwc_flat scheduling policy,2237077,/home/dc/storage/i44/mongo/v3.6.3/f95068001d23cfdd04705db5364599b0/data/m01zBIRggng3HH,4.19.0-ipanema-g9ba5ed25b696,i44,345.20,5.07,20.74,1552277989.3410091,38394523.79,7455.9100
82,32.03,sysbench 1.1.0,cfs_wwc_flat scheduling policy,256,300.0934,mongo v3.6.3,cfs_wwc_flat scheduling policy,2397861,/home/dc/storage/i44/mongo/v3.6.3/f95068001d23cfdd04705db5364599b0/data/X1DLRgbwKWI8e4,4.19.0-ipanema-g9ba5ed25b696,i44,787.51,5.90,38.94,1552333013.7290561,76798701.80,7990.3824
83,16.92,sysbench 1.1.0,cfs_wwc_flat scheduling policy,128,300.0425,mongo v3.6.3,cfs_wwc_flat scheduling policy,2269748,/home/dc/storage/i44/mongo/v3.6.3/f95068001d23cfdd04705db5364599b0/data/f3q9XROO2uo5ZI,4.19.0-ipanema-g9ba5ed25b696,i44,347.48,5.16,20.37,1552225653.1179044,38393995.77,7564.7538
84,6.78,sysbench 1.1.0,cfs_wwc_flat scheduling policy,32,300.0079,mongo v3.6.3,cfs_wwc_flat scheduling policy,1415525,/home/dc/storage/i44/mongo/v3.6.3/f95068001d23cfdd04705db5364599b0/data/DdZyozzirJ6MU1,4.19.0-ipanema-g9ba5ed25b696,i44,101.30,5.03,7.98,1552379007.879952,9597457.20,4718.2929
85,9.52,sysbench 1.1.0,cfs_wwc_flat scheduling policy,64,300.0176,mongo v3.6.3,cfs_wwc_flat scheduling policy,2016841,/home/dc/storage/i44/mongo/v3.6.3/f95068001d23cfdd04705db5364599b0/data/hXSyoF0R9z0Mui,4.19.0-ipanema-g9ba5ed25b696,i44,142.01,5.05,10.84,1552302389.798934,19195361.41,6722.4099
86,6.82,sysbench 1.1.0,cfs_wwc_flat scheduling policy,32,300.0088,mongo v3.6.3,cfs_wwc_flat scheduling policy,1406918,/home/dc/storage/i44/mongo/v3.6.3/f95068001d23cfdd04705db5364599b0/data/3QSIPNeoJA8xgz,4.19.0-ipanema-g9ba5ed25b696,i44,118.47,5.05,7.98,1552179611.7814622,9597387.50,4689.5897
87,16.94,sysbench 1.1.0,cfs_wwc_flat scheduling policy,128,300.0422,mongo v3.6.3,cfs_wwc_flat scheduling policy,2266264,/home/dc/storage/i44/mongo/v3.6.3/f95068001d23cfdd04705db5364599b0/data/1BrRf1GfX0HSfB,4.19.0-ipanema-g9ba5ed25b696,i44,347.50,5.23,20.37,1552293363.5740104,38394317.08,7553.1501
88,9.60,sysbench 1.1.0,cfs_wwc_flat scheduling policy,64,300.0173,mongo v3.6.3,cfs_wwc_flat scheduling policy,2000351,/home/dc/storage/i44/mongo/v3.6.3/f95068001d23cfdd04705db5364599b0/data/nNcTyDzxx3IDyQ,4.19.0-ipanema-g9ba5ed25b696,i44,144.16,5.10,10.84,1552247323.0601287,19195420.29,6667.4525
89,33.32,sysbench 1.1.0,cfs_wwc_flat scheduling policy,256,300.0856,mongo v3.6.3,cfs_wwc_flat scheduling policy,2305027,/home/dc/storage/i44/mongo/v3.6.3/f95068001d23cfdd04705db5364599b0/data/ZSE9b0bzvDtjjh,4.19.0-ipanema-g9ba5ed25b696,i44,961.67,4.76,41.10,1552363693.7344537,76798331.92,7681.2311
90,16.49,sysbench 1.1.0,cfs_wwc_flat scheduling policy,128,300.0402,mongo v3.6.3,cfs_wwc_flat scheduling policy,2328630,/home/dc/storage/i44/mongo/v3.6.3/f95068001d23cfdd04705db5364599b0/data/APXsIAUM0oTNOS,4.19.0-ipanema-g9ba5ed25b696,i44,339.85,5.30,20.00,1552247323.0561285,38393613.82,7761.0597
91,31.70,sysbench 1.1.0,cfs_wwc_flat scheduling policy,256,300.0828,mongo v3.6.3,cfs_wwc_flat scheduling policy,2422842,/home/dc/storage/i44/mongo/v3.6.3/f95068001d23cfdd04705db5364599b0/data/qr0bzSqsZaeUqf,4.19.0-ipanema-g9ba5ed25b696,i44,825.87,5.84,38.94,1552256354.540448,76798977.06,8073.9124
92,16.99,sysbench 1.1.0,cfs_wwc_flat scheduling policy,128,300.0410,mongo v3.6.3,cfs_wwc_flat scheduling policy,2260228,/home/dc/storage/i44/mongo/v3.6.3/f95068001d23cfdd04705db5364599b0/data/QAgqFzv9jOm0pU,4.19.0-ipanema-g9ba5ed25b696,i44,325.91,5.22,20.37,1552170574.489903,38393883.22,7533.0645
93,16.93,sysbench 1.1.0,cfs_wwc_flat scheduling policy,128,300.0415,mongo v3.6.3,cfs_wwc_flat scheduling policy,2268137,/home/dc/storage/i44/mongo/v3.6.3/f95068001d23cfdd04705db5364599b0/data/koyd0bNJqvbpAB,4.19.0-ipanema-g9ba5ed25b696,i44,311.06,5.25,20.37,1552179611.7854624,38393861.30,7559.4114
94,31.75,sysbench 1.1.0,cfs_wwc_flat scheduling policy,256,300.0827,mongo v3.6.3,cfs_wwc_flat scheduling policy,2418712,/home/dc/storage/i44/mongo/v3.6.3/f95068001d23cfdd04705db5364599b0/data/0IRhb4ENVVpZlr,4.19.0-ipanema-g9ba5ed25b696,i44,791.60,5.18,38.94,1552379007.8759518,76797609.22,8060.1504
95,6.94,sysbench 1.1.0,cfs_wwc_flat scheduling policy,32,300.0079,mongo v3.6.3,cfs_wwc_flat scheduling policy,1382813,/home/dc/storage/i44/mongo/v3.6.3/f95068001d23cfdd04705db5364599b0/data/CiC041zJljpNcU,4.19.0-ipanema-g9ba5ed25b696,i44,105.96,4.99,7.98,1552225653.1139042,9597610.48,4609.2558
96,16.66,sysbench 1.1.0,cfs_wwc_flat scheduling policy,128,300.0425,mongo v3.6.3,cfs_wwc_flat scheduling policy,2304201,/home/dc/storage/i44/mongo/v3.6.3/f95068001d23cfdd04705db5364599b0/data/GOy24CRi8CAiOM,4.19.0-ipanema-g9ba5ed25b696,i44,331.25,5.28,20.00,1552348354.3674774,38394038.07,7679.5819
97,6.86,sysbench 1.1.0,cfs_wwc_flat scheduling policy,32,300.0077,mongo v3.6.3,cfs_wwc_flat scheduling policy,1399741,/home/dc/storage/i44/mongo/v3.6.3/f95068001d23cfdd04705db5364599b0/data/eVQdbArJnHhCbu,4.19.0-ipanema-g9ba5ed25b696,i44,122.80,5.01,8.13,1552317708.5918124,9597687.40,4665.6828
98,31.56,sysbench 1.1.0,cfs_wwc_flat scheduling policy,256,300.0882,mongo v3.6.3,cfs_wwc_flat scheduling policy,2433782,/home/dc/storage/i44/mongo/v3.6.3/f95068001d23cfdd04705db5364599b0/data/LlITG7oLrMIWHc,4.19.0-ipanema-g9ba5ed25b696,i44,811.56,5.89,38.25,1552302389.794934,76798654.43,8110.2219
99,6.94,sysbench 1.1.0,cfs_wwc_flat scheduling policy,32,300.0082,mongo v3.6.3,cfs_wwc_flat scheduling policy,1382659,/home/dc/storage/i44/mongo/v3.6.3/f95068001d23cfdd04705db5364599b0/data/9f0x08ywZjJKWM,4.19.0-ipanema-g9ba5ed25b696,i44,172.16,5.07,8.28,1552170574.489903,9597592.38,4608.7375
100,16.65,sysbench 1.1.0,cfs_wwc_flat scheduling policy,128,300.0852,mongo v3.6.3,cfs_wwc_flat scheduling policy,2305650,/home/dc/storage/i44/mongo/v3.6.3/f95068001d23cfdd04705db5364599b0/data/PEBK9z7PFnJ0Zl,4.19.0-ipanema-g9ba5ed25b696,i44,327.98,5.30,20.00,1552400612.2965171,38393984.55,7683.3183
101,6.90,sysbench 1.1.0,cfs_wwc_flat scheduling policy,32,300.0082,mongo v3.6.3,cfs_wwc_flat scheduling policy,1390728,/home/dc/storage/i44/mongo/v3.6.3/f95068001d23cfdd04705db5364599b0/data/kGBHMw86vuj2QM,4.19.0-ipanema-g9ba5ed25b696,i44,934.92,5.01,8.13,1552216592.6474388,9597475.95,4635.6332
102,9.73,sysbench 1.1.0,cfs_wwc_flat scheduling policy,64,300.0173,mongo v3.6.3,cfs_wwc_flat scheduling policy,1972590,/home/dc/storage/i44/mongo/v3.6.3/f95068001d23cfdd04705db5364599b0/data/mI5hqQrjFIJJWn,4.19.0-ipanema-g9ba5ed25b696,i44,166.07,5.05,11.04,1552277989.345009,19195334.74,6574.9213
103,31.65,sysbench 1.1.0,cfs_wwc_flat scheduling policy,256,300.0883,mongo v3.6.3,cfs_wwc_flat scheduling policy,2426649,/home/dc/storage/i44/mongo/v3.6.3/f95068001d23cfdd04705db5364599b0/data/4184Xp9wnfone7,4.19.0-ipanema-g9ba5ed25b696,i44,822.75,5.57,38.94,1552400612.288517,76798835.15,8086.4494
104,9.72,sysbench 1.1.0,cfs_wwc_flat scheduling policy,64,300.0183,mongo v3.6.3,cfs_wwc_flat scheduling policy,1975088,/home/dc/storage/i44/mongo/v3.6.3/f95068001d23cfdd04705db5364599b0/data/AY63sBi3SFQ6Yi,4.19.0-ipanema-g9ba5ed25b696,i44,153.04,5.00,11.04,1552317708.5878122,19195208.12,6583.2240
105,9.69,sysbench 1.1.0,cfs_wwc_flat scheduling policy,64,300.0173,mongo v3.6.3,cfs_wwc_flat scheduling policy,1980713,/home/dc/storage/i44/mongo/v3.6.3/f95068001d23cfdd04705db5364599b0/data/IwoNGsyPAmy4ns,4.19.0-ipanema-g9ba5ed25b696,i44,184.57,5.10,11.04,1552179611.7854624,19195245.30,6601.9964
106,9.70,sysbench 1.1.0,cfs_wwc_flat scheduling policy,64,300.0705,mongo v3.6.3,cfs_wwc_flat scheduling policy,1978513,/home/dc/storage/i44/mongo/v3.6.3/f95068001d23cfdd04705db5364599b0/data/wLhnQFo9hQtvP6,4.19.0-ipanema-g9ba5ed25b696,i44,175.37,5.12,11.04,1552400612.2965171,19195305.31,6593.4928
107,31.80,sysbench 1.1.0,cfs_wwc_flat scheduling policy,256,300.0851,mongo v3.6.3,cfs_wwc_flat scheduling policy,2414792,/home/dc/storage/i44/mongo/v3.6.3/f95068001d23cfdd04705db5364599b0/data/Pt4oGMF9WovfYy,4.19.0-ipanema-g9ba5ed25b696,i44,871.17,5.87,38.94,1552216592.6474388,76798522.42,8047.0232
108,17.09,sysbench 1.1.0,cfs_wwc_flat scheduling policy,128,300.0423,mongo v3.6.3,cfs_wwc_flat scheduling policy,2246438,/home/dc/storage/i44/mongo/v3.6.3/f95068001d23cfdd04705db5364599b0/data/0u0g9JDYz9Z7m6,4.19.0-ipanema-g9ba5ed25b696,i44,360.33,5.30,20.74,1552302389.794934,38393944.48,7487.0712
109,31.85,sysbench 1.1.0,cfs_wwc_flat scheduling policy,256,300.0895,mongo v3.6.3,cfs_wwc_flat scheduling policy,2411385,/home/dc/storage/i44/mongo/v3.6.3/f95068001d23cfdd04705db5364599b0/data/QrKqKATzxY9jws,4.19.0-ipanema-g9ba5ed25b696,i44,827.22,5.73,38.94,1552247323.0561285,76798245.22,8035.5529
110,32.86,sysbench 1.1.0,cfs_wwc_flat scheduling policy,256,300.0880,mongo v3.6.3,cfs_wwc_flat scheduling policy,2337075,/home/dc/storage/i44/mongo/v3.6.3/f95068001d23cfdd04705db5364599b0/data/yTE8PV6QAJopH8,4.19.0-ipanema-g9ba5ed25b696,i44,841.60,5.80,40.37,1552348354.3714774,76798871.32,7787.9650
111,16.75,sysbench 1.1.0,cfs_wwc_flat scheduling policy,128,300.0355,mongo v3.6.3,cfs_wwc_flat scheduling policy,2292610,/home/dc/storage/i44/mongo/v3.6.3/f95068001d23cfdd04705db5364599b0/data/el1SFfkwXhSN53,4.19.0-ipanema-g9ba5ed25b696,i44,335.60,5.26,20.37,1552317708.5918124,38393952.15,7641.1288
112,32.14,sysbench 1.1.0,cfs_wwc_flat scheduling policy,256,300.0881,mongo v3.6.3,cfs_wwc_flat scheduling policy,2389225,/home/dc/storage/i44/mongo/v3.6.3/f95068001d23cfdd04705db5364599b0/data/6TM8cGWf8lNcY8,4.19.0-ipanema-g9ba5ed25b696,i44,851.85,5.92,39.65,1552317708.5878122,76798477.97,7961.7456
113,6.91,sysbench 1.1.0,cfs_wwc_flat scheduling policy,32,300.0084,mongo v3.6.3,cfs_wwc_flat scheduling policy,1389905,/home/dc/storage/i44/mongo/v3.6.3/f95068001d23cfdd04705db5364599b0/data/maUVz7PJ4QOPhw,4.19.0-ipanema-g9ba5ed25b696,i44,119.26,4.93,7.98,1552256354.540448,9597642.03,4632.8865
114,16.81,sysbench 1.1.0,cfs_wwc_flat scheduling policy,128,300.0405,mongo v3.6.3,cfs_wwc_flat scheduling policy,2284365,/home/dc/storage/i44/mongo/v3.6.3/f95068001d23cfdd04705db5364599b0/data/GALhtQ6YGuzxfS,4.19.0-ipanema-g9ba5ed25b696,i44,320.82,5.19,20.37,1552216592.6474388,38393961.16,7613.5219
115,32.98,sysbench 1.1.0,cfs_wwc_flat scheduling policy,256,300.0876,mongo v3.6.3,cfs_wwc_flat scheduling policy,2328573,/home/dc/storage/i44/mongo/v3.6.3/f95068001d23cfdd04705db5364599b0/data/jxW4hq7Iu6E8G7,4.19.0-ipanema-g9ba5ed25b696,i44,812.49,5.92,40.37,1552170574.493903,76798531.41,7759.6433
116,6.80,sysbench 1.1.0,cfs_wwc_flat scheduling policy,32,300.0087,mongo v3.6.3,cfs_wwc_flat scheduling policy,1410737,/home/dc/storage/i44/mongo/v3.6.3/f95068001d23cfdd04705db5364599b0/data/lPrZgaOPOW0PvP,4.19.0-ipanema-g9ba5ed25b696,i44,102.36,4.94,7.84,1552363693.7384539,9597504.50,4702.3205
117,17.10,sysbench 1.1.0,cfs_wwc_flat scheduling policy,128,300.0413,mongo v3.6.3,cfs_wwc_flat scheduling policy,2245895,/home/dc/storage/i44/mongo/v3.6.3/f95068001d23cfdd04705db5364599b0/data/gXAI62V9jKOtH1,4.19.0-ipanema-g9ba5ed25b696,i44,374.45,5.30,20.74,1552256354.5364478,38393818.49,7485.2871
118,6.96,sysbench 1.1.0,cfs_wwc_flat scheduling policy,32,300.0088,mongo v3.6.3,cfs_wwc_flat scheduling policy,1379248,/home/dc/storage/i44/mongo/v3.6.3/f95068001d23cfdd04705db5364599b0/data/DStzEeQ8ijyS6o,4.19.0-ipanema-g9ba5ed25b696,i44,121.57,4.98,8.13,1552277989.337009,9597638.25,4597.3583
119,6.82,sysbench 1.1.0,cfs_wwc_flat scheduling policy,32,300.0087,mongo v3.6.3,cfs_wwc_flat scheduling policy,1406843,/home/dc/storage/i44/mongo/v3.6.3/f95068001d23cfdd04705db5364599b0/data/7VwgX2GkqCrtCk,4.19.0-ipanema-g9ba5ed25b696,i44,116.83,4.99,8.13,1552293363.5780103,9597480.96,4689.3405
120,16.44,sysbench 1.1.0,cfs_wwc_flat scheduling policy,128,300.0417,mongo v3.6.3,cfs_wwc_flat scheduling policy,2335265,/home/dc/storage/i44/mongo/v3.6.3/f95068001d23cfdd04705db5364599b0/data/w8zAlNFSUMBYjX,4.19.0-ipanema-g9ba5ed25b696,i44,324.39,5.22,20.00,1552379007.883952,38393993.84,7783.1359
121,7.04,sysbench 1.1.0,cfs_wwc_flat scheduling policy,32,300.0082,mongo v3.6.3,cfs_wwc_flat scheduling policy,1363319,/home/dc/storage/i44/mongo/v3.6.3/f95068001d23cfdd04705db5364599b0/data/aKChIBxPjUmkB5,4.19.0-ipanema-g9ba5ed25b696,i44,121.77,5.14,8.13,1552417447.4490519,9597621.38,4544.2722
122,9.68,sysbench 1.1.0,cfs_wwc_flat scheduling policy,64,300.0169,mongo v3.6.3,cfs_wwc_flat scheduling policy,1982661,/home/dc/storage/i44/mongo/v3.6.3/f95068001d23cfdd04705db5364599b0/data/LVw0kSVuswVSyr,4.19.0-ipanema-g9ba5ed25b696,i44,142.71,5.15,11.04,1552216592.6474388,19195181.26,6608.4981
123,9.62,sysbench 1.1.0,cfs_wwc_flat scheduling policy,64,300.0180,mongo v3.6.3,cfs_wwc_flat scheduling policy,1994744,/home/dc/storage/i44/mongo/v3.6.3/f95068001d23cfdd04705db5364599b0/data/t2qIGIplP4OUcv,4.19.0-ipanema-g9ba5ed25b696,i44,142.09,4.99,10.84,1552363693.7424538,19195256.96,6648.7485
124,9.62,sysbench 1.1.0,cfs_wwc_flat scheduling policy,64,300.0178,mongo v3.6.3,cfs_wwc_flat scheduling policy,1996047,/home/dc/storage/i44/mongo/v3.6.3/f95068001d23cfdd04705db5364599b0/data/iB0LaCdLkSeMpX,4.19.0-ipanema-g9ba5ed25b696,i44,141.35,5.07,10.84,1552333013.7290561,19195311.64,6653.0948
125,16.67,sysbench 1.1.0,cfs_wwc_flat scheduling policy,128,300.0424,mongo v3.6.3,cfs_wwc_flat scheduling policy,2303100,/home/dc/storage/i44/mongo/v3.6.3/f95068001d23cfdd04705db5364599b0/data/xtQ83c6lpfllm7,4.19.0-ipanema-g9ba5ed25b696,i44,311.86,5.30,20.00,1552363693.7424538,38393915.12,7675.9157
126,31.87,sysbench 1.1.0,cfs_wwc_flat scheduling policy,256,300.0861,mongo v3.6.3,cfs_wwc_flat scheduling policy,2409363,/home/dc/storage/i44/mongo/v3.6.3/f95068001d23cfdd04705db5364599b0/data/es2iY1HojdvW70,4.19.0-ipanema-g9ba5ed25b696,i44,831.66,6.13,38.94,1552201252.724918,76797972.44,8028.9066
127,6.82,sysbench 1.1.0,cfs_wwc_flat scheduling policy,32,300.0082,mongo v3.6.3,cfs_wwc_flat scheduling policy,1407114,/home/dc/storage/i44/mongo/v3.6.3/f95068001d23cfdd04705db5364599b0/data/ZRPkwobMC4RwEB,4.19.0-ipanema-g9ba5ed25b696,i44,107.55,5.02,7.98,1552302389.794934,9597544.84,4690.2517
128,6.80,sysbench 1.1.0,cfs_wwc_flat scheduling policy,32,300.0084,mongo v3.6.3,cfs_wwc_flat scheduling policy,1411113,/home/dc/storage/i44/mongo/v3.6.3/f95068001d23cfdd04705db5364599b0/data/y0Z6FBfj2iZ53V,4.19.0-ipanema-g9ba5ed25b696,i44,99.70,4.98,7.98,1552400612.2965171,9597558.60,4703.5777
129,16.47,sysbench 1.1.0,cfs_wwc_flat scheduling policy,128,300.0412,mongo v3.6.3,cfs_wwc_flat scheduling policy,2331761,/home/dc/storage/i44/mongo/v3.6.3/f95068001d23cfdd04705db5364599b0/data/hPupbUvR8lVQ8j,4.19.0-ipanema-g9ba5ed25b696,i44,339.67,5.28,20.00,1552201252.728918,38393714.09,7771.4703
130,7.06,sysbench 1.1.0,cfs_wwc_flat scheduling policy,32,300.0082,mongo v3.6.3,cfs_wwc_flat scheduling policy,1360020,/home/dc/storage/i44/mongo/v3.6.3/f95068001d23cfdd04705db5364599b0/data/Ced8cBXkZmhDuD,4.19.0-ipanema-g9ba5ed25b696,i44,120.11,5.02,8.13,1552348354.3634772,9597645.00,4533.2754
131,32.77,sysbench 1.1.0,ule scheduling policy,256,300.0882,mongo v3.6.3,ule scheduling policy,2343285,/home/dc/storage/i44/mongo/v3.6.3/8ae630d5c13c765c3051845215debae6/data/Ki9SDBVDxPDuTF,4.19.0-ipanema-g9ba5ed25b696,i44,1076.79,6.55,41.10,1552247323.0241277,76798394.07,7808.6540
132,6.83,sysbench 1.1.0,ule scheduling policy,32,300.0082,mongo v3.6.3,ule scheduling policy,1405611,/home/dc/storage/i44/mongo/v3.6.3/8ae630d5c13c765c3051845215debae6/data/EyMW5anKvaYcxN,4.19.0-ipanema-g9ba5ed25b696,i44,91.30,4.86,7.98,1552225653.0859036,9597529.03,4685.2422
133,16.41,sysbench 1.1.0,ule scheduling policy,128,300.0577,mongo v3.6.3,ule scheduling policy,2339593,/home/dc/storage/i44/mongo/v3.6.3/8ae630d5c13c765c3051845215debae6/data/t3fFkqFiB6mWrB,4.19.0-ipanema-g9ba5ed25b696,i44,284.76,5.17,22.69,1552379007.8559513,38393731.64,7797.1450
134,31.16,sysbench 1.1.0,ule scheduling policy,256,300.0857,mongo v3.6.3,ule scheduling policy,2464493,/home/dc/storage/i44/mongo/v3.6.3/8ae630d5c13c765c3051845215debae6/data/5jykZatiDQKpFW,4.19.0-ipanema-g9ba5ed25b696,i44,1520.80,6.08,38.94,1552277989.3050082,76798320.87,8212.6310
135,6.87,sysbench 1.1.0,ule scheduling policy,32,300.0085,mongo v3.6.3,ule scheduling policy,1396903,/home/dc/storage/i44/mongo/v3.6.3/8ae630d5c13c765c3051845215debae6/data/qO2UKZ6hKhdpEY,4.19.0-ipanema-g9ba5ed25b696,i44,91.18,4.89,7.98,1552256354.5164473,9597490.91,4656.2112
136,32.79,sysbench 1.1.0,ule scheduling policy,256,300.0883,mongo v3.6.3,ule scheduling policy,2342140,/home/dc/storage/i44/mongo/v3.6.3/8ae630d5c13c765c3051845215debae6/data/2FU7ltCt8abDSE,4.19.0-ipanema-g9ba5ed25b696,i44,1928.76,6.21,41.10,1552201252.7009172,76798609.51,7804.8358
137,9.30,sysbench 1.1.0,ule scheduling policy,64,300.0168,mongo v3.6.3,ule scheduling policy,2063862,/home/dc/storage/i44/mongo/v3.6.3/8ae630d5c13c765c3051845215debae6/data/wj0OsUK4bw62fm,4.19.0-ipanema-g9ba5ed25b696,i44,148.38,4.98,10.84,1552348354.3474767,19195447.16,6879.1537
138,9.17,sysbench 1.1.0,ule scheduling policy,64,300.0177,mongo v3.6.3,ule scheduling policy,2093386,/home/dc/storage/i44/mongo/v3.6.3/8ae630d5c13c765c3051845215debae6/data/QVO7OUUqwcVtat,4.19.0-ipanema-g9ba5ed25b696,i44,135.29,5.18,10.65,1552379007.8519511,19195409.74,6977.5425
139,16.73,sysbench 1.1.0,ule scheduling policy,128,300.0436,mongo v3.6.3,ule scheduling policy,2295257,/home/dc/storage/i44/mongo/v3.6.3/8ae630d5c13c765c3051845215debae6/data/4PbxrqcbcYxNCk,4.19.0-ipanema-g9ba5ed25b696,i44,281.16,5.20,23.10,1552201252.7009172,38394357.45,7649.7455
140,9.42,sysbench 1.1.0,ule scheduling policy,64,300.0180,mongo v3.6.3,ule scheduling policy,2038381,/home/dc/storage/i44/mongo/v3.6.3/8ae630d5c13c765c3051845215debae6/data/JiLcTbGTrnNAoi,4.19.0-ipanema-g9ba5ed25b696,i44,144.65,5.05,11.04,1552216592.619438,19195639.66,6794.1958
141,9.22,sysbench 1.1.0,ule scheduling policy,64,300.0174,mongo v3.6.3,ule scheduling policy,2081776,/home/dc/storage/i44/mongo/v3.6.3/8ae630d5c13c765c3051845215debae6/data/vlZPp2GHr6Rh4m,4.19.0-ipanema-g9ba5ed25b696,i44,133.75,4.98,10.65,1552201252.7129176,19195535.48,6938.8516
142,9.21,sysbench 1.1.0,ule scheduling policy,64,300.0175,mongo v3.6.3,ule scheduling policy,2083867,/home/dc/storage/i44/mongo/v3.6.3/8ae630d5c13c765c3051845215debae6/data/VxT7OajmIR3Hxd,4.19.0-ipanema-g9ba5ed25b696,i44,139.43,4.99,10.65,1552293363.5500097,19195471.36,6945.8174
143,32.46,sysbench 1.1.0,ule scheduling policy,256,300.0787,mongo v3.6.3,ule scheduling policy,2366045,/home/dc/storage/i44/mongo/v3.6.3/8ae630d5c13c765c3051845215debae6/data/VfCDKf85UMW151,4.19.0-ipanema-g9ba5ed25b696,i44,1924.42,6.33,40.37,1552317708.5678117,76798028.52,7884.7478
144,9.29,sysbench 1.1.0,ule scheduling policy,64,300.0168,mongo v3.6.3,ule scheduling policy,2065440,/home/dc/storage/i44/mongo/v3.6.3/8ae630d5c13c765c3051845215debae6/data/ZdqoaSwhfup5er,4.19.0-ipanema-g9ba5ed25b696,i44,136.53,5.04,10.84,1552333013.7010555,19195575.34,6884.4143
145,30.73,sysbench 1.1.0,ule scheduling policy,256,300.0855,mongo v3.6.3,ule scheduling policy,2499369,/home/dc/storage/i44/mongo/v3.6.3/8ae630d5c13c765c3051845215debae6/data/kZFZN2wQsdRntr,4.19.0-ipanema-g9ba5ed25b696,i44,1416.32,5.69,38.25,1552379007.8559513,76797735.29,8328.8574
146,6.86,sysbench 1.1.0,ule scheduling policy,32,300.0088,mongo v3.6.3,ule scheduling policy,1399089,/home/dc/storage/i44/mongo/v3.6.3/8ae630d5c13c765c3051845215debae6/data/vXd3svAJjDPuRN,4.19.0-ipanema-g9ba5ed25b696,i44,90.03,4.99,7.98,1552348354.3434765,9597559.63,4663.4930
147,9.18,sysbench 1.1.0,ule scheduling policy,64,300.0172,mongo v3.6.3,ule scheduling policy,2091629,/home/dc/storage/i44/mongo/v3.6.3/8ae630d5c13c765c3051845215debae6/data/h9Xwntk3BfHAAV,4.19.0-ipanema-g9ba5ed25b696,i44,134.42,5.05,10.65,1552363693.7144532,19195516.16,6971.6964
148,9.14,sysbench 1.1.0,ule scheduling policy,64,300.0168,mongo v3.6.3,ule scheduling policy,2099439,/home/dc/storage/i44/mongo/v3.6.3/8ae630d5c13c765c3051845215debae6/data/PmPmzNdORX9c0B,4.19.0-ipanema-g9ba5ed25b696,i44,137.21,5.12,10.65,1552225653.097904,19195425.64,6997.7376
149,6.83,sysbench 1.1.0,ule scheduling policy,32,300.0081,mongo v3.6.3,ule scheduling policy,1404297,/home/dc/storage/i44/mongo/v3.6.3/8ae630d5c13c765c3051845215debae6/data/ucqyjE2SNkk7k1,4.19.0-ipanema-g9ba5ed25b696,i44,715.50,5.01,7.98,1552201252.7009172,9597537.35,4680.8634
150,6.83,sysbench 1.1.0,ule scheduling policy,32,300.0086,mongo v3.6.3,ule scheduling policy,1405681,/home/dc/storage/i44/mongo/v3.6.3/8ae630d5c13c765c3051845215debae6/data/8wKaTPNP73P5CV,4.19.0-ipanema-g9ba5ed25b696,i44,89.62,4.95,7.98,1552170574.4699025,9597554.07,4685.4691
